2024-06-15 19:23:45.628 CST,,,78542,,666d79c1.132ce,1,,2024-06-15 19:23:45 CST,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster"
2024-06-15 19:23:45.628 CST,,,78542,,666d79c1.132ce,2,,2024-06-15 19:23:45 CST,,0,LOG,00000,"starting PostgreSQL 13.9 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 8.3.1 20190311 (Red Hat 8.3.1-3), 64-bit",,,,,,,,,"","postmaster"
2024-06-15 19:23:45.630 CST,,,78542,,666d79c1.132ce,3,,2024-06-15 19:23:45 CST,,0,LOG,00000,"listening on IPv6 address ""::1"", port 5432",,,,,,,,,"","postmaster"
2024-06-15 19:23:45.630 CST,,,78542,,666d79c1.132ce,4,,2024-06-15 19:23:45 CST,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster"
2024-06-15 19:23:45.635 CST,,,78542,,666d79c1.132ce,5,,2024-06-15 19:23:45 CST,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster"
2024-06-15 19:23:45.646 CST,,,78544,,666d79c1.132d0,1,,2024-06-15 19:23:45 CST,,0,LOG,00000,"database system was shut down at 2024-06-15 19:23:45 CST",,,,,,,,,"","startup"
2024-06-15 19:23:45.657 CST,,,78542,,666d79c1.132ce,6,,2024-06-15 19:23:45 CST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster"
2024-06-15 19:23:47.958 CST,"raingage","benchmark",78596,"127.0.0.1:42174",666d79c3.13304,1,"SELECT",2024-06-15 19:23:47 CST,3/2,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'warehouses'",,,,,,,,"","client backend"
2024-06-15 19:23:47.982 CST,"raingage","benchmark",78596,"127.0.0.1:42174",666d79c3.13304,2,"SELECT",2024-06-15 19:23:47 CST,3/3,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'nURandCLast'",,,,,,,,"","client backend"
2024-06-15 19:23:48.177 CST,"raingage","benchmark",78597,"127.0.0.1:42176",666d79c3.13305,1,"BEGIN",2024-06-15 19:23:47 CST,4/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 19:23:48.184 CST,"raingage","benchmark",78600,"127.0.0.1:42182",666d79c4.13308,1,"BEGIN",2024-06-15 19:23:48 CST,7/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 19:23:48.184 CST,"raingage","benchmark",78598,"127.0.0.1:42178",666d79c4.13306,1,"BEGIN",2024-06-15 19:23:48 CST,5/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 19:23:48.185 CST,"raingage","benchmark",78599,"127.0.0.1:42180",666d79c4.13307,1,"BEGIN",2024-06-15 19:23:48 CST,6/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 19:23:48.188 CST,"raingage","benchmark",78602,"127.0.0.1:42186",666d79c4.1330a,1,"BEGIN",2024-06-15 19:23:48 CST,9/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 19:23:48.189 CST,"raingage","benchmark",78601,"127.0.0.1:42184",666d79c4.13309,1,"BEGIN",2024-06-15 19:23:48 CST,8/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 19:23:48.190 CST,"raingage","benchmark",78607,"127.0.0.1:42196",666d79c4.1330f,1,"BEGIN",2024-06-15 19:23:48 CST,14/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 19:23:48.191 CST,"raingage","benchmark",78605,"127.0.0.1:42192",666d79c4.1330d,1,"BEGIN",2024-06-15 19:23:48 CST,12/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
