epoch,accuracy,loss
100,0.8567099571228027,0.006483853794634342
101,0.8554112911224365,0.006433882284909487
102,0.8623377084732056,0.006420285440981388
103,0.8562771081924438,0.0063601406291127205
104,0.8558441996574402,0.006301171611994505
105,0.8554112911224365,0.006358385551720858
106,0.8584415912628174,0.006288750562816858
107,0.8606060743331909,0.006239328533411026
108,0.8584415912628174,0.006291061174124479
109,0.8606060743331909,0.006154207978397608
110,0.8606060743331909,0.0062209065072238445
111,0.8558441996574402,0.00619272468611598
112,0.8614718914031982,0.006153280846774578
113,0.8614718914031982,0.0061623346991837025
114,0.8636363744735718,0.006030222401022911
115,0.8597402572631836,0.006073807831853628
116,0.8614718914031982,0.006059379316866398
117,0.8619047999382019,0.006018558982759714
118,0.8610389828681946,0.0059413001872599125
119,0.8571428656578064,0.005888847168534994
120,0.8666666746139526,0.0058636791072785854
121,0.8666666746139526,0.005935408640652895
122,0.8705627918243408,0.005914030596613884
123,0.8619047999382019,0.0059130750596523285
124,0.8636363744735718,0.005829446483403444
125,0.8670995831489563,0.005809212103486061
126,0.8679654002189636,0.0057992455549538136
127,0.8683983087539673,0.00563323637470603
128,0.8658009171485901,0.005727184470742941
129,0.8640692830085754,0.005629702005535364
130,0.8610389828681946,0.005592414643615484
131,0.86753249168396,0.005635421257466078
132,0.8696969747543335,0.005555108655244112
133,0.8714286088943481,0.0055325147695839405
134,0.8705627918243408,0.005476794205605984
135,0.8783550262451172,0.005473765078932047
136,0.8753247261047363,0.005429693963378668
137,0.8683983087539673,0.005469291005283594
138,0.8809524178504944,0.0054312762804329395
139,0.8727272748947144,0.005355390720069408
140,0.8809524178504944,0.005267932545393705
141,0.8722943663597107,0.005324825644493103
142,0.8809524178504944,0.0052166772074997425
143,0.8670995831489563,0.0052921343594789505
144,0.8800866007804871,0.005266992375254631
145,0.8770563006401062,0.005192519631236792
146,0.8757575750350952,0.005233823787420988
147,0.881385326385498,0.005124166142195463
148,0.8787878751754761,0.005075301509350538
149,0.8787878751754761,0.005118097178637981
150,0.8779221177101135,0.005073472857475281
151,0.8857142925262451,0.00505686504766345
152,0.8809524178504944,0.004975779447704554
153,0.8835498094558716,0.005008048377931118
154,0.8783550262451172,0.004949154332280159
155,0.8779221177101135,0.005023892503231764
156,0.8831169009208679,0.00490869116038084
157,0.8852813839912415,0.00490987254306674
158,0.8805195093154907,0.004874036647379398
159,0.8809524178504944,0.004929730668663979
160,0.8835498094558716,0.004866037517786026
161,0.8848485350608826,0.004830569960176945
162,0.8796536922454834,0.0048514059744775295
163,0.8857142925262451,0.004787758458405733
164,0.8874459266662598,0.004793945699930191
165,0.8839827179908752,0.004806081298738718
166,0.8865801095962524,0.004713290836662054
167,0.8805195093154907,0.004737278912216425
168,0.8870130181312561,0.004732205998152494
169,0.8822510838508606,0.004715504124760628
170,0.8783550262451172,0.004656919743865728
171,0.8805195093154907,0.004651694092899561
172,0.8870130181312561,0.00461640814319253
173,0.8844156265258789,0.0046198428608477116
174,0.888744592666626,0.004613165743649006
175,0.881385326385498,0.004655381198972464
176,0.8861472010612488,0.004602818284183741
177,0.8878788352012634,0.004535365849733353
178,0.881385326385498,0.004521288443356752
179,0.8852813839912415,0.004496991168707609
180,0.888744592666626,0.004467468708753586
181,0.8753247261047363,0.004472327418625355
182,0.8874459266662598,0.0044657825492322445
183,0.8870130181312561,0.00443026889115572
184,0.8826839923858643,0.00442365650087595
185,0.8839827179908752,0.004389374982565641
186,0.8844156265258789,0.004386242479085922
187,0.8800866007804871,0.004448872059583664
188,0.8809524178504944,0.004334207158535719
189,0.8870130181312561,0.004337206948548555
190,0.8878788352012634,0.004270581994205713
191,0.8857142925262451,0.004266679286956787
192,0.8909091353416443,0.004217802081257105
193,0.8818181753158569,0.004328769166022539
194,0.8878788352012634,0.004264125134795904
195,0.881385326385498,0.004218032583594322
196,0.8783550262451172,0.004209811333566904
197,0.8870130181312561,0.004189356695860624
198,0.8852813839912415,0.004173487424850464
199,0.8835498094558716,0.004142500460147858
200,0.8818181753158569,0.004155735485255718
201,0.8852813839912415,0.004130788147449493
202,0.8826839923858643,0.004153493791818619
203,0.8874459266662598,0.004098364617675543
204,0.8835498094558716,0.004077693447470665
205,0.8861472010612488,0.004079023376107216
206,0.8861472010612488,0.0040360731072723866
207,0.8891775012016296,0.0040247561410069466
208,0.8874459266662598,0.004038130398839712
209,0.8865801095962524,0.003990134224295616
210,0.8861472010612488,0.003994297236204147
211,0.888744592666626,0.003998675849288702
212,0.8831169009208679,0.003971619065850973
213,0.8865801095962524,0.003948685247451067
214,0.8961039185523987,0.003951061051338911
215,0.8961039185523987,0.0038606610614806414
216,0.8922078013420105,0.0038522654213011265
217,0.8874459266662598,0.0038457210175693035
218,0.8796536922454834,0.0038255294784903526
219,0.8878788352012634,0.0038208516780287027
220,0.8952381014823914,0.0038521592505276203
221,0.8943723440170288,0.003752663265913725
222,0.8939394354820251,0.003770566312596202
223,0.8883116841316223,0.0037300491239875555
224,0.8974026441574097,0.0037284211721271276
225,0.8891775012016296,0.003730254014953971
226,0.8805195093154907,0.003693192033097148
227,0.8909091353416443,0.0036878176033496857
228,0.8935065269470215,0.0036485071759670973
229,0.8935065269470215,0.0036657541058957577
230,0.8935065269470215,0.0035984001588076353
231,0.8874459266662598,0.0036016751546412706
232,0.8874459266662598,0.003576207673177123
233,0.8943723440170288,0.0036063981242477894
234,0.8883116841316223,0.0035766472574323416
235,0.8857142925262451,0.0035418381448835135
236,0.8943723440170288,0.003516513155773282
237,0.9021645188331604,0.0035113429185003042
238,0.9021645188331604,0.003517967415973544
239,0.8917748928070068,0.0034974142909049988
240,0.8943723440170288,0.0035152079071849585
241,0.8943723440170288,0.003418460488319397
242,0.8961039185523987,0.0034359025303274393
243,0.8982684016227722,0.0033584334887564182
244,0.8939394354820251,0.0033582677133381367
245,0.8943723440170288,0.00336248311214149
246,0.8909091353416443,0.003389219520613551
247,0.895671010017395,0.0033344775438308716
248,0.8965368270874023,0.00334730907343328
249,0.8930736184120178,0.003335572313517332
250,0.9034632444381714,0.003299495205283165
251,0.9004329442977905,0.0033189088571816683
252,0.9030303359031677,0.0032876902259886265
253,0.8982684016227722,0.00325112696737051
254,0.8922078013420105,0.0032471774611622095
255,0.9030303359031677,0.0032090405002236366
256,0.8943723440170288,0.003195804776623845
257,0.8982684016227722,0.0031771918293088675
258,0.9008658528327942,0.003157244995236397
259,0.903896152973175,0.0031733333598822355
260,0.8891775012016296,0.0031790758948773146
261,0.895671010017395,0.003150983713567257
262,0.903896152973175,0.003109509125351906
263,0.9086580276489258,0.003089239588007331
264,0.8948051929473877,0.0030753796454519033
265,0.8978354930877686,0.003099877154454589
266,0.9017316102981567,0.0029830841813236475
267,0.9060606360435486,0.0030432203784585
268,0.9000000357627869,0.0030591366812586784
269,0.8982684016227722,0.0030279404018074274
270,0.8995671272277832,0.003033307148143649
271,0.8965368270874023,0.0029825405217707157
272,0.9021645188331604,0.002967933425679803
273,0.9012987017631531,0.0029537323862314224
274,0.8883116841316223,0.002988003194332123
275,0.8961039185523987,0.002922950079664588
276,0.9077922105789185,0.0029459535144269466
277,0.9034632444381714,0.002904260065406561
278,0.9056277275085449,0.0029454391915351152
279,0.8948051929473877,0.002885586814954877
280,0.8978354930877686,0.002858623629435897
281,0.8995671272277832,0.002887402893975377
282,0.896969735622406,0.0029200927820056677
283,0.8974026441574097,0.00287311221472919
284,0.8948051929473877,0.002900537336245179
285,0.9051948189735413,0.002860528416931629
286,0.9043290019035339,0.0028695359360426664
287,0.9012987017631531,0.002826094161719084
288,0.9000000357627869,0.0028347058687359095
289,0.9060606360435486,0.0027927609626203775
290,0.8982684016227722,0.0027993558906018734
291,0.9021645188331604,0.0027956871781498194
292,0.8987013101577759,0.002795832697302103
293,0.9012987017631531,0.002816864987835288
294,0.8995671272277832,0.0027628035750240088
295,0.8943723440170288,0.0027584403287619352
296,0.9047619104385376,0.0027385998982936144
297,0.9064935445785522,0.0027504831086844206
298,0.9025974273681641,0.0027582321781665087
299,0.8917748928070068,0.0027713878080248833
300,0.9034632444381714,0.002739229239523411
301,0.9008658528327942,0.0027696718461811543
302,0.8926407098770142,0.0027225464582443237
303,0.8965368270874023,0.0027066869661211967
304,0.9056277275085449,0.0026920149102807045
305,0.9043290019035339,0.002712399698793888
306,0.9017316102981567,0.0026930070016533136
307,0.8948051929473877,0.002655786694958806
308,0.8965368270874023,0.0026742408517748117
309,0.9077922105789185,0.0026718098670244217
310,0.9051948189735413,0.0026852120645344257
311,0.8904762268066406,0.0026624565944075584
312,0.9012987017631531,0.0026863201055675745
313,0.8991342186927795,0.002621573628857732
314,0.8987013101577759,0.002658574376255274
315,0.9021645188331604,0.0026437195483595133
316,0.9000000357627869,0.0026371502317488194
317,0.8952381014823914,0.0026219391729682684
318,0.9008658528327942,0.00261919223703444
319,0.9017316102981567,0.0026318824384361506
320,0.8965368270874023,0.00262568355537951
321,0.9012987017631531,0.0026157244574278593
322,0.9121212363243103,0.0026082685217261314
323,0.8961039185523987,0.002586810849606991
324,0.8865801095962524,0.002624172018840909
325,0.9008658528327942,0.0025803919415920973
326,0.9086580276489258,0.0025984784588217735
327,0.8991342186927795,0.002591250231489539
328,0.8935065269470215,0.002611147239804268
329,0.9000000357627869,0.002570964628830552
330,0.9008658528327942,0.002543360460549593
331,0.9000000357627869,0.0025817840360105038
332,0.8874459266662598,0.0025468000676482916
333,0.9021645188331604,0.0025914402212947607
334,0.9021645188331604,0.002562530105933547
335,0.9021645188331604,0.0025629024021327496
336,0.9051948189735413,0.002570251701399684
337,0.9004329442977905,0.002551838057115674
338,0.8965368270874023,0.002575419843196869
339,0.9004329442977905,0.0025583840906620026
340,0.8952381014823914,0.0025384188629686832
341,0.9008658528327942,0.0025586127303540707
342,0.896969735622406,0.0025442466139793396
343,0.903896152973175,0.0025615536142140627
344,0.8909091353416443,0.0025334926322102547
345,0.8952381014823914,0.0025301678106188774
346,0.8978354930877686,0.0025803884491324425
347,0.8982684016227722,0.0025725297164171934
348,0.888744592666626,0.0025049212854355574
349,0.9004329442977905,0.002496971981599927
350,0.896969735622406,0.002531299600377679
351,0.8935065269470215,0.002505122683942318
352,0.9030303359031677,0.002508383709937334
353,0.8943723440170288,0.002526855794712901
354,0.8995671272277832,0.0024650483392179012
355,0.8974026441574097,0.0024766852147877216
356,0.8930736184120178,0.002464172663167119
357,0.9025974273681641,0.0024416071828454733
358,0.9025974273681641,0.0024964839685708284
359,0.8987013101577759,0.0024736104533076286
360,0.9004329442977905,0.002518304390832782
361,0.8952381014823914,0.0024722281377762556
362,0.8952381014823914,0.0024685971438884735
363,0.9030303359031677,0.002490382408723235
364,0.895671010017395,0.002502929652109742
365,0.9047619104385376,0.0025163202080875635
366,0.8917748928070068,0.0024932725355029106
367,0.9012987017631531,0.002469894476234913
368,0.8978354930877686,0.0024685682728886604
369,0.9012987017631531,0.002468477701768279
370,0.896969735622406,0.0024701659567654133
371,0.891342043876648,0.002473418600857258
372,0.9012987017631531,0.002470443956553936
373,0.9082251191139221,0.0024564911145716906
374,0.8952381014823914,0.002465633675456047
375,0.9090909361839294,0.002470622770488262
376,0.895671010017395,0.002430446445941925
377,0.9108225107192993,0.002460197079926729
378,0.8909091353416443,0.002424400532618165
379,0.8965368270874023,0.0024438253603875637
380,0.9025974273681641,0.0024586161598563194
381,0.8995671272277832,0.002435051603242755
382,0.9021645188331604,0.0024603065103292465
383,0.9012987017631531,0.0024581702891737223
384,0.8978354930877686,0.0024178570602089167
385,0.8974026441574097,0.002400000346824527
386,0.8965368270874023,0.0023848614655435085
387,0.8987013101577759,0.002421815413981676
388,0.8991342186927795,0.002395167015492916
389,0.9060606360435486,0.0024153238628059626
390,0.896969735622406,0.002398514188826084
391,0.8961039185523987,0.0024293120950460434
392,0.896969735622406,0.0024291574954986572
393,0.9012987017631531,0.0024332343600690365
394,0.8978354930877686,0.0024234994780272245
395,0.8974026441574097,0.0024003421422094107
396,0.9056277275085449,0.002411134075373411
397,0.9008658528327942,0.002396394731476903
398,0.8965368270874023,0.002403784543275833
399,0.895671010017395,0.002410631626844406
400,0.9047619104385376,0.0024266159161925316
401,0.8987013101577759,0.0023962855339050293
402,0.9103896617889404,0.0023922643158584833
403,0.8961039185523987,0.0024081135634332895
404,0.8935065269470215,0.002395735587924719
405,0.8961039185523987,0.0023977274540811777
406,0.903896152973175,0.0023959085810929537
407,0.8995671272277832,0.0023839909117668867
408,0.8891775012016296,0.0023926522117108107
409,0.9077922105789185,0.002392839640378952
410,0.9064935445785522,0.002413799986243248
411,0.903896152973175,0.002382611855864525
412,0.8952381014823914,0.002363180974498391
413,0.9021645188331604,0.0023917199578136206
414,0.9017316102981567,0.002415864262729883
415,0.9000000357627869,0.002387046115472913
416,0.9043290019035339,0.0024013889487832785
417,0.9047619104385376,0.002391977934166789
418,0.9051948189735413,0.002384524093940854
419,0.9021645188331604,0.002385996049270034
420,0.9025974273681641,0.0023758255410939455
421,0.8995671272277832,0.0023654024116694927
422,0.9008658528327942,0.0023872533347457647
423,0.8987013101577759,0.002382727572694421
424,0.8978354930877686,0.0023967979941517115
425,0.9060606360435486,0.002346621360629797
426,0.9056277275085449,0.00236555770970881
427,0.8965368270874023,0.002359864767640829
428,0.9064935445785522,0.002368142129853368
429,0.9051948189735413,0.002355586737394333
430,0.9030303359031677,0.002386580454185605
431,0.9043290019035339,0.002389288041740656
432,0.9056277275085449,0.0023929174058139324
433,0.8952381014823914,0.002391851507127285
434,0.9017316102981567,0.002354877768084407
435,0.9116883277893066,0.00235736183822155
436,0.9129870533943176,0.00237746792845428
437,0.9012987017631531,0.0024140840396285057
438,0.8987013101577759,0.0023452171590179205
439,0.8952381014823914,0.0023550456389784813
440,0.9000000357627869,0.0023822258226573467
441,0.9047619104385376,0.002368189161643386
442,0.9043290019035339,0.002357511781156063
443,0.9017316102981567,0.002350359922274947
444,0.8935065269470215,0.002355013508349657
445,0.9099567532539368,0.002390085719525814
446,0.9025974273681641,0.00237300805747509
447,0.9043290019035339,0.0023472439497709274
448,0.9056277275085449,0.002358857775107026
449,0.8974026441574097,0.002369185909628868
450,0.9012987017631531,0.0023587991017848253
451,0.9069264531135559,0.002362457336857915
452,0.9025974273681641,0.002357321325689554
453,0.9025974273681641,0.002351118717342615
454,0.9017316102981567,0.0023427067790180445
455,0.9030303359031677,0.002319982275366783
456,0.896969735622406,0.0023324547801166773
457,0.9034632444381714,0.002342561725527048
458,0.9095238447189331,0.002352464245632291
459,0.9069264531135559,0.0023518509697169065
460,0.8961039185523987,0.0023739764001220465
461,0.8987013101577759,0.002344846725463867
462,0.8965368270874023,0.0023370704147964716
463,0.9025974273681641,0.002358653349801898
464,0.9047619104385376,0.002348685869947076
465,0.9082251191139221,0.0023396024480462074
466,0.9095238447189331,0.002317683072760701
467,0.9090909361839294,0.0023282263427972794
468,0.8961039185523987,0.002319558057934046
469,0.9086580276489258,0.0023139500990509987
470,0.9090909361839294,0.002325010020285845
471,0.9060606360435486,0.002328402828425169
472,0.8922078013420105,0.0023603711742907763
473,0.912554144859314,0.0023175321985036135
474,0.9108225107192993,0.002352820010855794
475,0.9000000357627869,0.002322961576282978
476,0.9051948189735413,0.0023208758793771267
477,0.9064935445785522,0.0023216784466058016
478,0.9129870533943176,0.002324397675693035
479,0.8995671272277832,0.0023117228411138058
480,0.9012987017631531,0.0023110094480216503
481,0.9051948189735413,0.002327175345271826
482,0.9025974273681641,0.0023139461409300566
483,0.8978354930877686,0.002324537141248584
484,0.8995671272277832,0.002314902376383543
485,0.8978354930877686,0.0023057598154991865
486,0.9099567532539368,0.0022800008300691843
487,0.9025974273681641,0.0022776881232857704
488,0.9064935445785522,0.002314484678208828
489,0.9060606360435486,0.0023043479304760695
490,0.9012987017631531,0.0023051404859870672
491,0.891342043876648,0.0022973164450377226
492,0.9060606360435486,0.0022879070602357388
493,0.9108225107192993,0.002301506930962205
494,0.9121212363243103,0.002301314380019903
495,0.903896152973175,0.0022916854359209538
496,0.9077922105789185,0.0022752012591809034
497,0.9056277275085449,0.0022906388621777296
498,0.8987013101577759,0.0023361595813184977
499,0.9000000357627869,0.002300788415595889
500,0.9095238447189331,0.0022803060710430145
501,0.9008658528327942,0.0022762492299079895
502,0.8991342186927795,0.002310343785211444
503,0.9017316102981567,0.0023059819359332323
504,0.9025974273681641,0.002326155547052622
505,0.9073593020439148,0.0022833836264908314
506,0.9082251191139221,0.002295022364705801
507,0.9043290019035339,0.0022610093001276255
508,0.9064935445785522,0.0023091305047273636
509,0.9103896617889404,0.0022896481677889824
510,0.9051948189735413,0.0022600111551582813
511,0.9090909361839294,0.002282528206706047
512,0.896969735622406,0.00228818878531456
513,0.9095238447189331,0.002287822775542736
514,0.9069264531135559,0.0023310373071581125
515,0.8982684016227722,0.0022948947735130787
516,0.9047619104385376,0.002331526018679142
517,0.9060606360435486,0.002318101469427347
518,0.9056277275085449,0.0022686286829411983
519,0.9000000357627869,0.002306160517036915
520,0.8987013101577759,0.0023015544284135103
521,0.9082251191139221,0.0023078296799212694
522,0.896969735622406,0.002305087633430958
523,0.8965368270874023,0.0022872358094900846
524,0.8961039185523987,0.0022955334279686213
525,0.9186147451400757,0.002304408699274063
526,0.9000000357627869,0.0022938160691410303
527,0.8952381014823914,0.0023014687467366457
528,0.9116883277893066,0.0022749153431504965
529,0.9116883277893066,0.0022963257506489754
530,0.9069264531135559,0.0022921848576515913
531,0.9051948189735413,0.0022706997115164995
532,0.9008658528327942,0.002258138731122017
533,0.8939394354820251,0.002291700802743435
534,0.9064935445785522,0.002255278406664729
535,0.9004329442977905,0.0022507975809276104
536,0.9012987017631531,0.002282960806041956
537,0.9121212363243103,0.0022615413181483746
538,0.9056277275085449,0.002249147044494748
539,0.9004329442977905,0.0022686361335217953
540,0.9082251191139221,0.0022828488145023584
541,0.8978354930877686,0.00227504619397223
542,0.8982684016227722,0.002260033506900072
543,0.9034632444381714,0.0022729062475264072
544,0.8995671272277832,0.002268778858706355
545,0.9134199619293213,0.0022568213753402233
546,0.9082251191139221,0.0022653655614703894
547,0.9069264531135559,0.0022949238773435354
548,0.9069264531135559,0.0022648079320788383
549,0.9099567532539368,0.002269259886816144
550,0.9082251191139221,0.0022593678440898657
551,0.8982684016227722,0.0022642756812274456
552,0.8982684016227722,0.002259515691548586
553,0.9082251191139221,0.002257301937788725
554,0.9069264531135559,0.002250124467536807
555,0.9056277275085449,0.0022459598258137703
556,0.8930736184120178,0.0022396009881049395
557,0.8974026441574097,0.0022533326409757137
558,0.8978354930877686,0.002217813627794385
559,0.9012987017631531,0.0022456245496869087
560,0.8991342186927795,0.0022435591090470552
561,0.9034632444381714,0.0022480778861790895
562,0.9077922105789185,0.002237672219052911
563,0.9021645188331604,0.002238822402432561
564,0.911255419254303,0.002234799088910222
565,0.903896152973175,0.0022382771130651236
566,0.9012987017631531,0.0022471959237009287
567,0.9199134707450867,0.0022519498597830534
568,0.918181836605072,0.002244745846837759
569,0.9056277275085449,0.002229125238955021
570,0.9099567532539368,0.002247929573059082
571,0.9077922105789185,0.0022542248480021954
572,0.912554144859314,0.002232547150924802
573,0.9086580276489258,0.002267229137942195
574,0.912554144859314,0.0022064459044486284
575,0.8961039185523987,0.0022246893495321274
576,0.9069264531135559,0.00226179463788867
577,0.9043290019035339,0.0022764205932617188
578,0.9021645188331604,0.0022433188278228045
579,0.9151515364646912,0.0022504436783492565
580,0.903896152973175,0.0022700342815369368
581,0.9103896617889404,0.002228078432381153
582,0.9017316102981567,0.002208696911111474
583,0.9095238447189331,0.0022554395254701376
584,0.9060606360435486,0.0022268632892519236
585,0.9060606360435486,0.0022094922605901957
586,0.9021645188331604,0.0022182597313076258
587,0.9043290019035339,0.002214542357251048
588,0.9082251191139221,0.00223114644177258
589,0.9034632444381714,0.0021965198684483767
590,0.9090909361839294,0.002213789150118828
591,0.8978354930877686,0.0022278057876974344
592,0.9190476536750793,0.0022109991405159235
593,0.9056277275085449,0.0022069637198001146
594,0.8952381014823914,0.002221070695668459
595,0.903896152973175,0.002239827299490571
596,0.9108225107192993,0.0022304090671241283
597,0.9004329442977905,0.0022005268838256598
598,0.9151515364646912,0.0022228241432458162
599,0.9095238447189331,0.002210657112300396
600,0.9056277275085449,0.0022099316120147705
601,0.911255419254303,0.002199001843109727
602,0.9108225107192993,0.0022201428655534983
603,0.8974026441574097,0.0022092810831964016
604,0.9064935445785522,0.002220348920673132
605,0.9060606360435486,0.002230436075478792
606,0.9008658528327942,0.0022360840812325478
607,0.8987013101577759,0.002206274541094899
608,0.9082251191139221,0.0021875514648854733
609,0.9077922105789185,0.00218325131572783
610,0.8991342186927795,0.002201617229729891
611,0.9004329442977905,0.0021912597585469484
612,0.9077922105789185,0.0021841838024556637
613,0.9116883277893066,0.0021587039809674025
614,0.9064935445785522,0.0021810713224112988
615,0.9073593020439148,0.002178632188588381
616,0.9099567532539368,0.002191312611103058
617,0.9051948189735413,0.002201910363510251
618,0.9099567532539368,0.002216787775978446
619,0.9225108623504639,0.0022016637958586216
620,0.9030303359031677,0.0021708421409130096
621,0.9077922105789185,0.0021912092342972755
622,0.9129870533943176,0.0021834063809365034
623,0.9095238447189331,0.002168637700378895
624,0.9000000357627869,0.002152831759303808
625,0.9108225107192993,0.0021633487194776535
626,0.9082251191139221,0.002153914188966155
627,0.8995671272277832,0.0021633536089211702
628,0.916883111000061,0.0021763613913208246
629,0.9086580276489258,0.0021584921050816774
630,0.8987013101577759,0.0021389476023614407
631,0.9108225107192993,0.0021771530155092478
632,0.9086580276489258,0.002175648231059313
633,0.9051948189735413,0.002141488716006279
634,0.9090909361839294,0.0021576122380793095
635,0.8982684016227722,0.0021615056321024895
636,0.903896152973175,0.0021459024865180254
637,0.9099567532539368,0.002138778567314148
638,0.8995671272277832,0.002153889974579215
639,0.8991342186927795,0.00215632701292634
640,0.912554144859314,0.002164897508919239
641,0.9086580276489258,0.002163445111364126
642,0.9000000357627869,0.002145917620509863
643,0.9056277275085449,0.00213580927811563
644,0.9095238447189331,0.0021512729581445456
645,0.9099567532539368,0.002135467017069459
646,0.9064935445785522,0.0021365538705140352
647,0.9030303359031677,0.0021415571682155132
648,0.9069264531135559,0.002151692984625697
649,0.9060606360435486,0.0021421255078166723
650,0.9056277275085449,0.002130586886778474
651,0.9030303359031677,0.0021096409764140844
652,0.903896152973175,0.0021201176568865776
653,0.912554144859314,0.002146158367395401
654,0.9043290019035339,0.002118147909641266
655,0.9043290019035339,0.0021213055588304996
656,0.9043290019035339,0.002143226796761155
657,0.911255419254303,0.0021400267723947763
658,0.8935065269470215,0.0021631703712046146
659,0.9069264531135559,0.002096903510391712
660,0.9077922105789185,0.0021214766893535852
661,0.9077922105789185,0.0021067620255053043
662,0.9043290019035339,0.002096643904224038
663,0.9025974273681641,0.0020850752480328083
664,0.8961039185523987,0.0020869839936494827
665,0.9116883277893066,0.002048137132078409
666,0.903896152973175,0.002132814610376954
667,0.9242424368858337,0.0021397212985903025
668,0.8987013101577759,0.00211764732375741
669,0.895671010017395,0.002141115954145789
670,0.896969735622406,0.002078285673633218
671,0.912554144859314,0.0021015028469264507
672,0.9129870533943176,0.002098802709951997
673,0.9030303359031677,0.002121769590303302
674,0.9099567532539368,0.0021014902740716934
675,0.9090909361839294,0.002069316105917096
676,0.9000000357627869,0.0020357631146907806
677,0.9090909361839294,0.0021025280002504587
678,0.8991342186927795,0.0020699561573565006
679,0.9142857193946838,0.002043741522356868
680,0.9030303359031677,0.0020739687606692314
681,0.9043290019035339,0.0020194954704493284
682,0.8961039185523987,0.002031864132732153
683,0.9034632444381714,0.002018030034378171
684,0.9034632444381714,0.002073878888040781
685,0.9095238447189331,0.002069511916488409
686,0.9012987017631531,0.0020249171648174524
687,0.9004329442977905,0.002033032476902008
